accuracy,precision_macro,precision_micro,recall_macro,recall_micro,f1_macro,f1_micro
0.9835665472622576,0.9759197499163879,0.9835665472622576,0.9763512289034292,0.9835665472622576,0.9761202599866692,0.9835665472622576
