accuracy,precision_macro,precision_micro,recall_macro,recall_micro,f1_macro,f1_micro
0.9794806118669181,0.9706747654150494,0.9794806118669181,0.9651362728885949,0.9794806118669181,0.9677743234262521,0.9794806118669181
